client_id,date_inscription,genre,age,type_client,ville,pays,programme_fidelite,nombre_locations_total,revenu_annuel,métier
702,2023-03-21 08:53:58.941415,Homme,23,Professionnel,Bordeaux,France,False,1,75590.0,Commerçant
703,2022-05-21 08:53:58.941419,Femme,56,Particulier,Bordeaux,France,True,1,,Cadre
704,2023-05-03 08:53:58.941424,Femme,44,Professionnel,Paris,France,False,1,42782.0,Sans emploi
705,2024-05-05 08:53:58.941428,Homme,24,Particulier,Strasbourg,France,False,2,,Commerçant
706,2023-11-28 08:53:58.941432,Homme,66,Professionnel,Bordeaux,France,False,3,55123.0,Cadre
707,2023-12-15 08:53:58.941437,Femme,76,Particulier,Paris,France,False,1,61852.0,Commerçant
708,2024-01-01 08:53:58.941441,Homme,43,Particulier,Nice,France,False,3,77824.0,Retraité
709,2023-10-26 08:53:58.941443,Homme,21,Particulier,Nantes,France,True,4,,Étudiant
710,2022-06-20 08:53:58.941445,Femme,50,Particulier,Bordeaux,France,True,3,52401.0,Cadre
711,2024-12-27 08:53:58.941448,Homme,46,Particulier,Bordeaux,France,False,2,39200.0,Retraité
712,2022-04-08 08:53:58.941451,Femme,48,Particulier,Lyon,France,False,3,67646.0,Étudiant
713,2023-04-02 08:53:58.941453,Autre,66,Particulier,Paris,France,False,1,24550.0,Commerçant
714,2023-06-03 08:53:58.941455,Femme,39,Particulier,Lyon,France,False,2,67175.0,Étudiant
715,2023-02-05 08:53:58.941458,Femme,79,Particulier,Bordeaux,France,False,1,,Artisan
716,2023-01-14 08:53:58.941462,Homme,37,Particulier,Paris,France,False,1,30578.0,Cadre
717,2022-12-28 08:53:58.941466,Homme,67,Particulier,Lyon,France,False,2,46962.0,Artisan
718,2024-05-16 08:53:58.941470,Femme,26,Particulier,Nantes,France,True,1,30988.0,Retraité
719,2024-02-05 08:53:58.941475,Femme,24,Particulier,Paris,France,False,4,76344.0,Étudiant
720,2022-08-28 08:53:58.941479,Homme,31,Particulier,Toulouse,France,True,1,61279.0,Retraité
721,2022-09-14 08:53:58.941483,Homme,79,Particulier,Nantes,France,True,2,21001.0,Cadre
722,2023-12-10 08:53:58.941487,Autre,50,Particulier,Bordeaux,France,True,2,69709.0,Sans emploi
723,2024-06-28 08:53:58.941489,Homme,54,Particulier,Paris,France,False,2,36992.0,Cadre
724,2024-09-13 08:53:58.941492,Femme,44,Particulier,Paris,France,False,2,40602.0,Sans emploi
725,2022-05-02 08:53:58.941494,Femme,49,Particulier,Strasbourg,France,True,1,44304.0,Étudiant
726,2023-08-05 08:53:58.941497,Homme,55,Particulier,Lyon,France,False,3,77298.0,Commerçant
727,2022-04-21 08:53:58.941499,Femme,41,Particulier,Marseille,France,False,1,69261.0,Sans emploi
728,2024-12-02 08:53:58.941501,Femme,27,Particulier,Nice,France,False,6,,Retraité
729,2024-11-15 08:53:58.941504,Homme,20,Particulier,Nantes,France,False,2,,Commerçant
730,2024-09-11 08:53:58.941506,Homme,79,Particulier,Lyon,France,False,10,37418.0,Étudiant
731,2024-04-07 08:53:58.941509,Femme,67,Particulier,Nantes,France,False,3,38309.0,Commerçant
732,2024-09-03 08:53:58.941511,Homme,67,Particulier,Paris,France,True,11,53525.0,Étudiant
733,2022-12-20 08:53:58.941514,Homme,45,Particulier,Paris,France,False,1,55854.0,Commerçant
734,2023-12-23 08:53:58.941517,Femme,45,Particulier,Paris,France,False,3,75337.0,Cadre
735,2022-11-29 08:53:58.941521,Homme,21,Professionnel,Paris,France,True,3,,Inconnu
736,2022-03-19 08:53:58.941526,Homme,35,Particulier,Nice,France,False,3,65025.0,Étudiant
737,2024-01-10 08:53:58.941530,Homme,62,Professionnel,Paris,France,False,4,51900.0,Cadre
738,2024-03-21 08:53:58.941534,Homme,46,Particulier,Paris,France,False,2,,Cadre
739,2022-11-01 08:53:58.941538,Femme,43,Particulier,Toulouse,France,True,2,69474.0,Retraité
740,2022-08-04 08:53:58.941541,Homme,72,Particulier,Nantes,France,False,9,51717.0,Sans emploi
741,2022-11-19 08:53:58.941544,Homme,41,Particulier,Marseille,France,False,6,78531.0,Artisan
742,2022-09-19 08:53:58.941546,Femme,53,Particulier,Paris,France,True,3,63369.0,Commerçant
743,2025-01-16 08:53:58.941549,Femme,72,Particulier,Paris,France,False,5,36903.0,Commerçant
744,2022-11-23 08:53:58.941552,Femme,34,Particulier,Strasbourg,France,True,3,,Artisan
745,2024-07-30 08:53:58.941554,Femme,34,Professionnel,Toulouse,France,False,2,77019.0,Artisan
746,2023-10-24 08:53:58.941556,Femme,36,Particulier,Lyon,France,True,6,51357.0,Commerçant
747,2024-04-22 08:53:58.941559,Femme,23,Particulier,Marseille,France,False,4,71092.0,Sans emploi
748,2024-11-21 08:53:58.941562,Homme,49,Particulier,Paris,France,True,1,54513.0,Retraité
749,2024-08-01 08:53:58.941564,Homme,40,Particulier,Bordeaux,France,False,2,71149.0,Commerçant
750,2022-06-01 08:53:58.941566,Femme,69,Particulier,Strasbourg,France,False,2,,Cadre
751,2024-01-28 08:53:58.941569,Homme,72,Professionnel,Nice,France,False,5,41139.0,Commerçant
752,2022-04-07 08:53:58.941571,Homme,53,Particulier,Lyon,France,True,1,48373.0,Cadre
753,2023-02-04 08:53:58.941574,Femme,49,Professionnel,Nice,France,True,5,76857.0,Commerçant
754,2023-03-07 08:53:58.941576,Femme,63,Professionnel,Marseille,France,False,2,21319.0,Retraité
755,2024-09-04 08:53:58.941579,Femme,56,Particulier,Lyon,France,True,2,54622.0,Étudiant
756,2022-04-28 08:53:58.941581,Femme,71,Professionnel,Lyon,France,False,4,54924.0,Cadre
757,2024-11-09 08:53:58.941584,Femme,45,Professionnel,Paris,France,False,3,72485.0,Commerçant
758,2024-11-08 08:53:58.941586,Femme,52,Professionnel,Nantes,France,False,4,27306.0,Sans emploi
759,2023-06-19 08:53:58.941589,Femme,32,Particulier,Paris,France,False,1,43889.0,Artisan
760,2022-08-26 08:53:58.941592,Femme,67,Professionnel,Lyon,France,True,4,49408.0,Cadre
761,2024-04-13 08:53:58.941594,Homme,55,Particulier,Paris,France,False,8,65600.0,Cadre
762,2022-04-19 08:53:58.941597,Femme,23,Particulier,Paris,France,True,3,37159.0,Commerçant
763,2024-06-05 08:53:58.941600,Homme,28,Particulier,Lille,France,False,8,70057.0,Artisan
764,2023-03-20 08:53:58.941603,Homme,38,Professionnel,Nantes,France,False,4,54267.0,Sans emploi
765,2022-11-20 08:53:58.941605,Homme,64,Particulier,Paris,France,False,1,70486.0,Sans emploi
766,2023-09-02 08:53:58.941608,Femme,68,Particulier,Lyon,France,False,2,52589.0,Commerçant
767,2023-12-20 08:53:58.941610,Homme,20,Particulier,Nice,France,False,8,25705.0,Commerçant
768,2025-01-04 08:53:58.941612,Femme,77,Particulier,Lyon,France,False,4,65601.0,Cadre
769,2022-08-29 08:53:58.941615,Homme,29,Particulier,Nice,France,False,1,64126.0,Cadre
770,2024-05-08 08:53:58.941618,Homme,65,Professionnel,Nice,France,False,2,70605.0,Cadre
771,2024-07-21 08:53:58.941621,Homme,55,Particulier,Bordeaux,France,False,7,72690.0,Commerçant
772,2023-08-28 08:53:58.941623,Femme,62,Professionnel,Nantes,France,False,5,67226.0,Sans emploi
773,2023-11-06 08:53:58.941625,Homme,78,Particulier,Paris,France,False,3,,Commerçant
774,2022-07-11 08:53:58.941628,Femme,23,Particulier,Bordeaux,France,False,4,68444.0,Inconnu
775,2022-09-01 08:53:58.941630,Femme,41,Professionnel,Lyon,France,True,3,26300.0,Artisan
776,2024-02-09 08:53:58.941633,Femme,67,Particulier,Marseille,France,False,1,41052.0,Commerçant
777,2023-07-23 08:53:58.941636,Homme,33,Particulier,Marseille,France,True,2,42936.0,Retraité
778,2023-08-25 08:53:58.941638,Homme,58,Particulier,Paris,France,False,2,,Cadre
779,2023-08-31 08:53:58.941640,Femme,45,Particulier,Paris,France,True,3,70147.0,Commerçant
780,2023-01-14 08:53:58.941643,Homme,64,Particulier,Nantes,France,True,2,24837.0,Artisan
781,2022-04-17 08:53:58.941645,Homme,30,Professionnel,Strasbourg,France,False,3,22084.0,Cadre
782,2023-09-30 08:53:58.941648,Femme,38,Particulier,Bordeaux,France,False,2,37369.0,Artisan
783,2023-11-15 08:53:58.941650,Femme,34,Particulier,Lyon,France,True,8,62048.0,Commerçant
784,2022-08-03 08:53:58.941653,Femme,56,Professionnel,Nantes,France,False,3,36024.0,Artisan
785,2022-04-18 08:53:58.941656,Homme,78,Particulier,Nice,France,False,3,26493.0,Artisan
786,2023-06-12 08:53:58.941658,Homme,35,Particulier,Marseille,France,False,3,51149.0,Inconnu
787,2022-11-27 08:53:58.941661,Homme,66,Professionnel,Lille,France,False,3,54830.0,Cadre
788,2022-10-15 08:53:58.941663,Femme,60,Particulier,Nice,France,True,4,26982.0,Sans emploi
789,2023-04-07 08:53:58.941666,Femme,48,Professionnel,Bordeaux,France,False,5,66818.0,Artisan
790,2023-07-14 08:53:58.941668,Homme,69,Professionnel,Nice,France,False,2,60848.0,Étudiant
791,2022-06-23 08:53:58.941671,Homme,69,Particulier,Toulouse,France,False,1,22412.0,Commerçant
792,2024-02-13 08:53:58.941673,Homme,20,Professionnel,Lille,France,False,2,,Retraité
793,2024-11-17 08:53:58.941675,Homme,56,Particulier,Paris,France,False,1,,Étudiant
794,2024-08-16 08:53:58.941678,Homme,33,Particulier,Strasbourg,France,False,1,60032.0,Commerçant
795,2023-09-04 08:53:58.941680,Homme,27,Particulier,Paris,France,False,2,30297.0,Inconnu
796,2022-12-10 08:53:58.941684,Homme,20,Particulier,Strasbourg,France,True,5,66047.0,Cadre
797,2022-07-07 08:53:58.941688,Femme,21,Particulier,Paris,France,True,12,21232.0,Commerçant
798,2024-11-25 08:53:58.941693,Femme,72,Particulier,Nice,France,False,4,54510.0,Étudiant
799,2023-12-21 08:53:58.941697,Femme,63,Particulier,Nantes,France,False,1,63987.0,Artisan
800,2022-09-06 08:53:58.941701,Homme,75,Particulier,Marseille,France,True,3,79677.0,Commerçant
801,2022-09-29 08:53:58.941705,Homme,71,Particulier,Paris,France,True,2,39725.0,Sans emploi
802,2022-02-27 08:53:58.941709,Femme,25,Particulier,Nantes,France,False,1,62704.0,Inconnu
803,2024-03-06 08:53:58.941713,Homme,56,Particulier,Paris,France,False,2,,Commerçant
804,2023-10-22 08:53:58.941717,Femme,63,Professionnel,Nice,France,False,1,71602.0,Commerçant
805,2022-12-16 08:53:58.941720,Homme,61,Particulier,Paris,France,False,5,59857.0,Commerçant
806,2024-12-17 08:53:58.941723,Homme,40,Particulier,Toulouse,France,False,2,38435.0,Cadre
807,2024-09-27 08:53:58.941725,Homme,60,Particulier,Toulouse,France,True,1,68261.0,Sans emploi
808,2023-12-21 08:53:58.941728,Homme,74,Professionnel,Toulouse,France,True,2,40518.0,Artisan
809,2022-07-18 08:53:58.941730,Homme,51,Particulier,Paris,France,False,1,23642.0,Commerçant
810,2024-10-31 08:53:58.941733,Femme,36,Particulier,Paris,France,False,1,27130.0,Artisan
811,2022-08-30 08:53:58.941735,Femme,20,Particulier,Marseille,France,False,1,24511.0,Cadre
812,2022-09-07 08:53:58.941737,Femme,37,Particulier,Paris,France,False,3,75343.0,Inconnu
813,2024-09-13 08:53:58.941740,Femme,67,Particulier,Lyon,France,False,4,30928.0,Retraité
814,2024-06-07 08:53:58.941742,Homme,69,Professionnel,Nice,France,False,3,48131.0,Commerçant
815,2023-08-10 08:53:58.941745,Homme,29,Particulier,Bordeaux,France,False,2,34146.0,Retraité
816,2022-08-04 08:53:58.941747,Homme,52,Particulier,Nice,France,False,3,39585.0,Artisan
817,2024-12-17 08:53:58.941750,Homme,32,Particulier,Paris,France,False,1,,Inconnu
818,2023-07-06 08:53:58.941752,Femme,71,Particulier,Bordeaux,France,False,2,67363.0,Cadre
819,2023-04-09 08:53:58.941755,Homme,62,Professionnel,Paris,France,False,1,66667.0,Étudiant
820,2023-07-19 08:53:58.941757,Femme,39,Particulier,Paris,France,False,3,73209.0,Commerçant
821,2022-04-13 08:53:58.941760,Femme,32,Professionnel,Nice,France,False,4,51665.0,Artisan
822,2025-01-23 08:53:58.941762,Femme,40,Particulier,Nantes,France,False,2,34194.0,Sans emploi
823,2025-01-13 08:53:58.941765,Homme,25,Particulier,Nice,France,True,3,34964.0,Cadre
824,2024-07-16 08:53:58.941767,Homme,54,Particulier,Paris,France,False,1,47301.0,Commerçant
825,2022-10-16 08:53:58.941770,Homme,53,Particulier,Paris,France,False,2,41959.0,Inconnu
826,2024-06-09 08:53:58.941772,Femme,19,Particulier,Paris,France,False,2,38058.0,Cadre
827,2022-04-19 08:53:58.941775,Femme,52,Particulier,Paris,France,False,1,66841.0,Inconnu
828,2022-05-27 08:53:58.941777,Homme,75,Professionnel,Paris,France,True,3,,Inconnu
829,2023-12-11 08:53:58.941780,Homme,40,Particulier,Nantes,France,False,1,,Inconnu
830,2024-11-18 08:53:58.941782,Femme,64,Professionnel,Paris,France,False,1,66336.0,Artisan
831,2023-09-27 08:53:58.941785,Femme,29,Particulier,Paris,France,False,4,49983.0,Étudiant
832,2023-05-21 08:53:58.941787,Femme,51,Particulier,Toulouse,France,False,2,67101.0,Sans emploi
833,2024-11-06 08:53:58.941790,Femme,36,Professionnel,Lyon,France,False,3,59315.0,Commerçant
834,2022-07-27 08:53:58.941792,Homme,62,Particulier,Paris,France,False,1,,Cadre
835,2024-08-17 08:53:58.941795,Homme,22,Professionnel,Paris,France,False,2,25677.0,Retraité
836,2022-09-18 08:53:58.941799,Femme,71,Particulier,Paris,France,True,2,53823.0,Artisan
837,2024-11-05 08:53:58.941804,Femme,54,Particulier,Nantes,France,False,1,63646.0,Inconnu
838,2022-08-26 08:53:58.941808,Femme,37,Particulier,Nantes,France,False,2,46076.0,Commerçant
839,2024-02-21 08:53:58.941813,Homme,19,Particulier,Toulouse,France,False,1,69489.0,Commerçant
840,2023-04-17 08:53:58.941817,Homme,57,Particulier,Nice,France,True,1,72769.0,Étudiant
841,2023-07-19 08:53:58.941820,Femme,59,Particulier,Toulouse,France,False,2,43983.0,Retraité
842,2022-05-21 08:53:58.941823,Homme,46,Particulier,Nantes,France,False,2,77428.0,Commerçant
843,2022-11-05 08:53:58.941826,Femme,57,Particulier,Paris,France,False,3,49846.0,Inconnu
844,2022-04-18 08:53:58.941829,Homme,73,Particulier,Toulouse,France,False,4,24242.0,Artisan
845,2022-03-20 08:53:58.941831,Femme,38,Particulier,Lille,France,False,3,53022.0,Commerçant
846,2022-04-10 08:53:58.941834,Homme,38,Particulier,Nice,France,True,1,23241.0,Cadre
847,2023-01-15 08:53:58.941836,Homme,42,Particulier,Bordeaux,France,True,2,64974.0,Commerçant
848,2024-04-09 08:53:58.941839,Homme,33,Particulier,Marseille,France,False,1,44950.0,Étudiant
849,2024-04-17 08:53:58.941841,Femme,26,Particulier,Paris,France,True,1,65735.0,Cadre
850,2022-07-29 08:53:58.941844,Femme,31,Professionnel,Bordeaux,France,False,2,71322.0,Artisan
851,2024-05-28 08:53:58.941846,Femme,23,Professionnel,Marseille,France,False,3,56254.0,Artisan
852,2024-06-20 08:53:58.941849,Homme,23,Professionnel,Marseille,France,False,1,48413.0,Étudiant
853,2024-05-19 08:53:58.941852,Homme,77,Professionnel,Strasbourg,France,False,5,21346.0,Cadre
854,2024-02-09 08:53:58.941854,Homme,22,Particulier,Nantes,France,False,3,43291.0,Inconnu
855,2024-11-08 08:53:58.941857,Homme,58,Particulier,Paris,France,False,3,36877.0,Artisan
856,2025-01-24 08:53:58.941859,Homme,46,Particulier,Toulouse,France,False,4,33098.0,Étudiant
857,2023-07-15 08:53:58.941862,Homme,40,Particulier,Paris,France,False,2,21119.0,Commerçant
858,2023-01-27 08:53:58.941864,Femme,24,Particulier,Nantes,France,False,8,42321.0,Commerçant
859,2024-03-12 08:53:58.941867,Homme,76,Particulier,Paris,France,False,1,,Artisan
860,2024-01-21 08:53:58.941869,Homme,25,Particulier,Toulouse,France,False,2,61067.0,Sans emploi
861,2024-09-11 08:53:58.941872,Femme,37,Professionnel,Lyon,France,False,5,69477.0,Cadre
862,2022-09-02 08:53:58.941876,Femme,35,Professionnel,Paris,France,False,2,71496.0,Étudiant
863,2022-09-11 08:53:58.941880,Femme,71,Particulier,Nice,France,False,4,74381.0,Artisan
864,2024-05-21 08:53:58.941882,Homme,48,Particulier,Toulouse,France,False,2,,Cadre
865,2024-08-27 08:53:58.941885,Homme,19,Particulier,Nantes,France,False,3,69085.0,Artisan
866,2022-08-24 08:53:58.941887,Femme,54,Particulier,Nantes,France,False,1,53911.0,Artisan
867,2023-03-31 08:53:58.941890,Femme,71,Particulier,Bordeaux,France,False,2,50122.0,Cadre
868,2022-11-03 08:53:58.941892,Femme,31,Particulier,Marseille,France,False,2,52368.0,Commerçant
869,2023-12-21 08:53:58.941895,Femme,27,Professionnel,Paris,France,False,4,68173.0,Retraité
870,2023-04-26 08:53:58.941897,Femme,64,Professionnel,Paris,France,True,1,68916.0,Étudiant
871,2023-01-09 08:53:58.941900,Homme,44,Particulier,Paris,France,True,3,69143.0,Cadre
872,2023-08-13 08:53:58.941902,Homme,46,Professionnel,Nantes,France,False,11,78268.0,Commerçant
873,2022-06-09 08:53:58.941905,Homme,69,Particulier,Paris,France,False,3,48058.0,Artisan
874,2022-05-05 08:53:58.941907,Homme,21,Professionnel,Marseille,France,True,3,40397.0,Commerçant
875,2022-12-02 08:53:58.941910,Femme,65,Professionnel,Lyon,France,False,6,24515.0,Artisan
876,2024-03-11 08:53:58.941912,Femme,52,Particulier,Toulouse,France,False,2,56453.0,Retraité
877,2024-08-15 08:53:58.941915,Femme,25,Particulier,Paris,France,False,2,25391.0,Commerçant
878,2023-05-13 08:53:58.941917,Femme,45,Professionnel,Marseille,France,True,4,30411.0,Artisan
879,2023-06-21 08:53:58.941920,Homme,78,Particulier,Lyon,France,False,2,20893.0,Artisan
880,2022-10-23 08:53:58.941922,Homme,44,Particulier,Paris,France,False,2,35581.0,Retraité
881,2022-08-29 08:53:58.941925,Homme,62,Professionnel,Lyon,France,False,1,,Artisan
882,2024-02-07 08:53:58.941927,Autre,65,Particulier,Lyon,France,False,5,54126.0,Inconnu
883,2023-01-03 08:53:58.941930,Femme,19,Particulier,Paris,France,True,3,52937.0,Artisan
884,2024-08-04 08:53:58.941932,Femme,41,Particulier,Lyon,France,False,1,26540.0,Artisan
885,2025-01-26 08:53:58.941935,Femme,31,Particulier,Paris,France,False,10,44490.0,Inconnu
886,2022-09-24 08:53:58.941937,Homme,46,Particulier,Lyon,France,False,3,27922.0,Inconnu
887,2022-09-02 08:53:58.941940,Homme,74,Professionnel,Paris,France,False,4,52699.0,Commerçant
888,2022-12-31 08:53:58.941942,Autre,43,Particulier,Paris,France,False,4,68615.0,Artisan
889,2022-08-27 08:53:58.941945,Homme,38,Particulier,Bordeaux,France,False,2,51044.0,Sans emploi
890,2022-05-04 08:53:58.941947,Femme,20,Particulier,Strasbourg,France,True,3,50229.0,Cadre
891,2023-10-29 08:53:58.941950,Femme,67,Particulier,Bordeaux,France,False,4,47510.0,Commerçant
892,2024-02-15 08:53:58.941952,Femme,54,Particulier,Lyon,France,True,1,30766.0,Commerçant
893,2022-06-14 08:53:58.941955,Femme,75,Particulier,Marseille,France,False,2,26281.0,Retraité
894,2023-08-27 08:53:58.941957,Femme,61,Professionnel,Lyon,France,False,3,61860.0,Cadre
895,2022-03-10 08:53:58.941960,Homme,32,Professionnel,Strasbourg,France,False,1,31859.0,Cadre
896,2024-02-08 08:53:58.941962,Femme,44,Particulier,Strasbourg,France,False,1,73561.0,Cadre
897,2024-04-02 08:53:58.941965,Femme,39,Particulier,Marseille,France,False,7,,Cadre
898,2022-06-13 08:53:58.941967,Homme,47,Particulier,Paris,France,False,2,,Étudiant
899,2022-07-23 08:53:58.941969,Femme,54,Professionnel,Paris,France,False,6,35973.0,Cadre
900,2022-12-18 08:53:58.941972,Femme,29,Professionnel,Toulouse,France,False,3,21298.0,Inconnu
901,2025-01-23 08:53:58.941975,Homme,43,Particulier,Strasbourg,France,False,2,68920.0,Commerçant
902,2024-05-26 08:53:58.941978,Homme,29,Particulier,Nantes,France,False,9,27721.0,Commerçant
903,2024-12-27 08:53:58.941983,Femme,76,Particulier,Bordeaux,France,False,6,21875.0,Commerçant
904,2022-11-07 08:53:58.941987,Femme,55,Particulier,Paris,France,True,2,43487.0,Sans emploi
905,2023-02-24 08:53:58.941991,Femme,61,Professionnel,Lyon,France,True,1,71529.0,Sans emploi
906,2023-07-08 08:53:58.941995,Femme,45,Particulier,Paris,France,True,2,,Sans emploi
907,2022-07-26 08:53:58.941999,Homme,26,Particulier,Paris,France,True,4,79964.0,Commerçant
908,2025-01-02 08:53:58.942003,Femme,27,Particulier,Lyon,France,True,7,31288.0,Retraité
909,2023-12-10 08:53:58.942005,Homme,54,Particulier,Nantes,France,False,1,74300.0,Cadre
910,2024-04-17 08:53:58.942008,Femme,40,Professionnel,Paris,France,False,2,25739.0,Artisan
911,2022-12-15 08:53:58.942010,Femme,56,Particulier,Strasbourg,France,False,2,69159.0,Étudiant
912,2025-01-13 08:53:58.942013,Femme,34,Particulier,Paris,France,True,4,34318.0,Artisan
913,2023-08-21 08:53:58.942015,Femme,73,Particulier,Paris,France,True,2,38881.0,Étudiant
914,2024-11-06 08:53:58.942018,Femme,44,Professionnel,Bordeaux,France,False,1,34868.0,Étudiant
915,2023-09-08 08:53:58.942020,Femme,47,Professionnel,Marseille,France,False,3,30581.0,Étudiant
916,2023-12-21 08:53:58.942023,Femme,28,Professionnel,Nice,France,False,1,36197.0,Commerçant
917,2022-03-04 08:53:58.942025,Homme,50,Professionnel,Toulouse,France,True,3,78935.0,Artisan
918,2023-03-09 08:53:58.942028,Homme,52,Particulier,Nantes,France,False,3,,Sans emploi
919,2023-08-14 08:53:58.942030,Femme,62,Particulier,Nice,France,True,1,29274.0,Étudiant
920,2025-01-23 08:53:58.942033,Homme,21,Particulier,Strasbourg,France,True,7,27872.0,Cadre
921,2023-10-14 08:53:58.942036,Homme,34,Particulier,Strasbourg,France,True,1,,Artisan
922,2023-06-10 08:53:58.942038,Homme,69,Particulier,Bordeaux,France,True,2,48329.0,Artisan
923,2023-09-26 08:53:58.942040,Homme,46,Particulier,Toulouse,France,False,3,41272.0,Commerçant
924,2024-08-15 08:53:58.942043,Homme,23,Particulier,Paris,France,False,2,64447.0,Artisan
925,2025-01-10 08:53:58.942045,Homme,53,Particulier,Toulouse,France,False,1,54427.0,Étudiant
926,2024-02-03 08:53:58.942048,Homme,44,Particulier,Toulouse,France,False,5,29858.0,Cadre
927,2022-03-10 08:53:58.942051,Homme,36,Particulier,Lyon,France,True,5,20703.0,Artisan
928,2023-06-25 08:53:58.942056,Homme,74,Particulier,Toulouse,France,True,1,70531.0,Commerçant
929,2024-06-10 08:53:58.942060,Femme,50,Particulier,Strasbourg,France,False,2,,Cadre
930,2022-07-08 08:53:58.942064,Femme,69,Particulier,Bordeaux,France,True,2,,Commerçant
931,2024-11-08 08:53:58.942069,Homme,75,Particulier,Lille,France,True,1,,Étudiant
932,2022-12-06 08:53:58.942073,Femme,40,Professionnel,Marseille,France,False,2,35298.0,Cadre
933,2024-09-05 08:53:58.942075,Homme,32,Particulier,Marseille,France,False,1,78834.0,Artisan
934,2022-08-10 08:53:58.942078,Femme,53,Particulier,Toulouse,France,False,3,52623.0,Artisan
935,2023-12-17 08:53:58.942080,Femme,64,Professionnel,Nice,France,False,3,52215.0,Étudiant
936,2025-01-17 08:53:58.942083,Homme,44,Professionnel,Paris,France,False,2,77934.0,Commerçant
937,2024-04-17 08:53:58.942085,Femme,35,Particulier,Toulouse,France,False,1,56290.0,Cadre
938,2023-03-21 08:53:58.942088,Homme,25,Particulier,Toulouse,France,False,3,76591.0,Commerçant
939,2023-09-03 08:53:58.942091,Femme,35,Professionnel,Bordeaux,France,True,4,61522.0,Retraité
940,2025-01-10 08:53:58.942093,Homme,54,Particulier,Nantes,France,False,9,71899.0,Cadre
941,2022-04-09 08:53:58.942095,Homme,43,Professionnel,Bordeaux,France,False,3,,Étudiant
942,2024-04-26 08:53:58.942098,Femme,46,Particulier,Paris,France,True,3,61331.0,Cadre
943,2023-03-28 08:53:58.942100,Homme,19,Particulier,Lyon,France,True,2,54507.0,Retraité
944,2024-08-10 08:53:58.942102,Femme,19,Particulier,Lyon,France,False,4,47124.0,Étudiant
945,2022-09-26 08:53:58.942105,Homme,27,Professionnel,Lille,France,False,4,62359.0,Étudiant
946,2024-05-12 08:53:58.942108,Homme,43,Professionnel,Lyon,France,False,4,47749.0,Cadre
947,2023-05-03 08:53:58.942110,Femme,36,Particulier,Paris,France,True,4,63075.0,Inconnu
948,2024-11-29 08:53:58.942113,Femme,26,Professionnel,Nice,France,False,2,24154.0,Artisan
949,2023-11-13 08:53:58.942115,Homme,26,Particulier,Paris,France,False,1,50161.0,Commerçant
950,2024-09-22 08:53:58.942118,Femme,32,Particulier,Toulouse,France,False,4,59600.0,Inconnu
951,2024-12-10 08:53:58.942121,Homme,50,Particulier,Lyon,France,False,1,38500.0,Sans emploi
952,2024-09-16 08:53:58.942123,Femme,55,Professionnel,Paris,France,False,5,52939.0,Cadre
953,2024-09-17 08:53:58.942125,Homme,71,Particulier,Lille,France,False,1,55454.0,Artisan
954,2022-03-06 08:53:58.942128,Femme,70,Particulier,Paris,France,False,8,78571.0,Retraité
955,2024-04-14 08:53:58.942130,Homme,26,Professionnel,Nice,France,True,1,64091.0,Étudiant
956,2022-03-15 08:53:58.942132,Femme,61,Particulier,Lyon,France,False,3,24265.0,Sans emploi
957,2024-04-23 08:53:58.942135,Homme,19,Particulier,Nantes,France,False,3,69612.0,Inconnu
958,2024-02-04 08:53:58.942137,Homme,55,Professionnel,Paris,France,False,1,49477.0,Étudiant
959,2023-09-18 08:53:58.942140,Homme,49,Professionnel,Paris,France,True,3,21738.0,Artisan
960,2022-07-12 08:53:58.942143,Homme,51,Particulier,Marseille,France,False,2,29837.0,Cadre
961,2024-08-24 08:53:58.942145,Homme,61,Particulier,Nantes,France,False,7,72268.0,Étudiant
962,2024-03-22 08:53:58.942148,Autre,26,Particulier,Paris,France,False,3,69739.0,Inconnu
963,2023-02-02 08:53:58.942150,Femme,18,Particulier,Paris,France,False,2,73207.0,Étudiant
964,2023-05-15 08:53:58.942153,Femme,70,Particulier,Paris,France,False,2,26858.0,Inconnu
965,2024-09-25 08:53:58.942155,Femme,54,Professionnel,Marseille,France,False,1,72241.0,Cadre
966,2023-05-07 08:53:58.942159,Homme,33,Particulier,Paris,France,False,1,,Commerçant
967,2023-10-23 08:53:58.942163,Femme,40,Particulier,Paris,France,False,1,44635.0,Artisan
968,2024-07-07 08:53:58.942168,Homme,23,Professionnel,Paris,France,False,6,64197.0,Cadre
969,2024-12-01 08:53:58.942172,Homme,56,Professionnel,Paris,France,False,8,55175.0,Cadre
970,2022-07-14 08:53:58.942175,Homme,62,Professionnel,Marseille,France,False,1,42014.0,Cadre
971,2024-12-13 08:53:58.942180,Femme,51,Professionnel,Paris,France,True,5,20765.0,Commerçant
972,2023-07-24 08:53:58.942184,Homme,37,Particulier,Bordeaux,France,False,3,55918.0,Sans emploi
973,2024-03-30 08:53:58.942188,Femme,74,Particulier,Lyon,France,False,1,48033.0,Inconnu
974,2022-08-19 08:53:58.942194,Homme,46,Particulier,Lyon,France,False,4,67797.0,Retraité
975,2024-02-14 08:53:58.942197,Homme,42,Particulier,Strasbourg,France,False,2,64900.0,Étudiant
976,2022-07-26 08:53:58.942199,Homme,50,Particulier,Paris,France,False,2,79924.0,Commerçant
977,2024-09-26 08:53:58.942202,Femme,47,Particulier,Marseille,France,True,3,48457.0,Cadre
