location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location
1269,947,2024-08-16,4,Utilitaire,Essence,Centre-ville,998.0,463.6,False,True,False
1270,4104,2025-02-06,9,Citadine,Essence,Gare,937.0,991.07,False,False,False
1271,2817,2024-04-16,25,Citadine,Essence,Aéroport,370.0,1015.61,True,False,False
1272,3990,2024-09-27,26,Citadine,Hybride,Gare,443.0,1812.18,False,False,False
1273,3397,2024-09-17,10,SUV,Diesel,Aéroport,445.0,416.42,False,False,False
1274,4164,2024-05-30,25,Utilitaire,Essence,Centre-ville,,1455.15,False,True,False
1275,157,2025-01-30,19,SUV,Essence,Centre-ville,612.0,2179.99,True,True,False
1276,2372,2024-11-16,24,Citadine,Essence,Gare,922.0,1793.05,False,True,False
1277,3679,2024-09-11,3,Citadine,Essence,Gare,52.0,236.27,False,False,False
1278,11,2024-06-04,8,SUV,Hybride,Gare,739.0,877.94,False,False,False
1279,1866,2024-05-15,8,SUV,Essence,Aéroport,274.0,877.62,False,False,False
1280,3292,2024-04-11,11,Citadine,Diesel,Aéroport,410.0,830.63,False,False,True
1281,677,2024-10-01,15,SUV,Diesel,Aéroport,230.0,471.53,True,False,True
1282,208,2024-06-17,2,SUV,Diesel,Aéroport,349.0,161.08,True,True,True
1283,431,2024-03-01,20,Citadine,Essence,Aéroport,157.0,1460.56,False,False,False
1284,446,2024-09-02,8,Berline,Diesel,Aéroport,178.0,872.97,False,False,False
1285,1653,2024-06-22,12,SUV,Électrique,Gare,651.0,1420.61,False,True,False
1286,1888,2024-06-26,8,Utilitaire,Hybride,Centre-ville,84.0,308.22,False,False,True
1287,628,2024-06-30,7,Citadine,Essence,Aéroport,202.0,561.13,False,False,False
1288,585,2024-02-27,22,SUV,Diesel,Aéroport,844.0,1041.31,False,False,True
1289,4564,2024-09-20,10,Utilitaire,Hybride,Centre-ville,286.0,752.23,False,True,True
1290,1848,2025-01-02,15,Citadine,Diesel,Gare,199.0,1153.92,False,False,True
1291,330,2024-02-26,11,Utilitaire,Essence,Centre-ville,380.0,1133.44,True,False,False
1292,4717,2024-12-09,30,Citadine,Essence,Aéroport,884.0,2030.89,False,False,False
1293,1038,2024-08-20,29,SUV,Essence,Gare,338.0,1303.87,False,False,False
1294,3026,2024-03-13,27,Berline,Hybride,Centre-ville,154.0,1546.16,False,False,True
1295,1744,2024-09-27,28,Citadine,Électrique,Aéroport,318.0,2956.75,False,False,False
1296,1766,2024-06-16,3,Berline,Hybride,Aéroport,821.0,194.25,False,False,False
1297,3875,2025-01-05,30,Citadine,Diesel,Gare,943.0,1476.09,False,False,False
1298,4157,2024-05-04,5,SUV,Essence,Centre-ville,459.0,406.45,False,False,False
1299,3694,2024-06-13,9,Berline,Essence,Gare,459.0,711.07,False,False,True
1300,534,2024-03-19,27,Utilitaire,Hybride,Gare,410.0,1786.4,False,False,True
1301,4999,2024-02-26,7,SUV,Diesel,Gare,501.0,272.72,True,True,False
1302,647,2025-01-31,28,Citadine,Diesel,Gare,519.0,2965.4,False,True,True
1303,4888,2024-12-12,10,Utilitaire,Essence,Centre-ville,255.0,473.71,False,False,False
1304,4761,2024-09-15,8,SUV,Essence,Aéroport,922.0,791.74,False,False,False
1305,3974,2024-08-25,5,SUV,Essence,Centre-ville,667.0,354.5,True,False,True
1306,3867,2024-07-10,15,Citadine,Essence,Aéroport,310.0,1142.61,False,False,True
1307,1202,2024-12-09,10,Berline,Essence,Gare,573.0,1129.3,False,False,True
1308,3829,2024-08-12,12,SUV,Essence,Aéroport,327.0,624.9,False,False,False
1309,3029,2024-05-18,14,SUV,Essence,Aéroport,50.0,527.33,False,False,True
1310,1318,2024-02-26,10,Citadine,Hybride,Aéroport,,813.46,False,False,False
1311,2972,2025-01-10,19,Berline,Essence,Aéroport,219.0,2238.92,False,True,True
1312,3246,2024-07-13,14,Citadine,Hybride,Centre-ville,297.0,1246.75,True,True,True
1313,1503,2024-03-10,12,Citadine,Diesel,Centre-ville,703.0,1230.57,False,True,False
1314,1575,2025-02-08,20,Utilitaire,Essence,Aéroport,85.0,1343.24,False,True,True
1315,621,2024-05-21,12,Berline,Essence,Gare,244.0,1155.81,False,False,True
1316,3332,2024-05-07,10,Citadine,Essence,Aéroport,504.0,1136.44,False,False,False
1317,4946,2024-07-29,30,Berline,Électrique,Gare,840.0,1932.5,False,False,False
1318,4099,2024-11-22,29,Berline,Essence,Gare,192.0,2723.37,False,False,False
1319,4580,2024-07-11,26,SUV,Diesel,Centre-ville,313.0,3033.13,False,True,False
1320,1252,2024-04-28,24,Citadine,Diesel,Centre-ville,948.0,2108.87,False,True,False
1321,1138,2024-03-27,19,Citadine,Électrique,Centre-ville,766.0,580.84,False,False,False
1322,1668,2024-05-14,18,Citadine,Hybride,Gare,289.0,1156.67,False,False,False
1323,3431,2025-02-01,25,Berline,Hybride,Aéroport,640.0,2306.34,False,True,False
1324,3452,2024-09-16,25,Citadine,Diesel,Gare,252.0,2133.89,False,False,True
1325,800,2024-04-15,24,Citadine,Hybride,Centre-ville,501.0,2704.38,False,True,False
1326,3882,2024-07-21,11,Citadine,Essence,Aéroport,891.0,1221.4,False,True,True
1327,4419,2024-12-26,26,Citadine,Diesel,Centre-ville,962.0,987.31,False,False,False
1328,4505,2024-02-27,30,SUV,Essence,Aéroport,521.0,2772.47,False,False,True
1329,2938,2024-10-02,7,Citadine,Hybride,Gare,,651.52,False,False,False
1330,4567,2024-08-24,4,SUV,Diesel,Gare,946.0,329.58,False,True,True
1331,4743,2024-03-06,8,Citadine,Essence,Centre-ville,60.0,785.36,False,False,False
1332,2086,2024-08-21,18,Utilitaire,Essence,Aéroport,351.0,1805.28,False,False,False
1333,2381,2024-07-31,14,SUV,Essence,Centre-ville,319.0,586.58,False,False,False
1334,3729,2024-03-19,4,SUV,Diesel,Aéroport,211.0,131.49,False,False,False
1335,4226,2024-05-08,29,Berline,Électrique,Gare,169.0,3398.71,False,True,False
1336,3729,2024-05-02,15,Citadine,Essence,Aéroport,523.0,1073.32,False,False,False
1337,4273,2024-10-24,16,SUV,Essence,Aéroport,990.0,1327.04,False,False,False
1338,2065,2024-04-04,1,Citadine,Hybride,Aéroport,,44.35,True,False,False
1339,27,2024-09-15,11,Berline,Essence,Gare,758.0,578.06,False,False,False
1340,2913,2024-08-29,13,Citadine,Essence,Aéroport,73.0,1411.16,False,True,False
1341,4058,2025-02-24,8,Citadine,Essence,Aéroport,693.0,898.19,False,True,True
1342,3221,2024-08-02,3,SUV,Hybride,Aéroport,473.0,213.27,False,False,True
1343,1589,2024-08-25,25,Berline,Diesel,Gare,131.0,1488.3,False,False,False
1344,3412,2024-07-28,25,Citadine,Diesel,Gare,797.0,2326.17,False,False,False
1345,141,2024-09-26,14,Citadine,Diesel,Centre-ville,202.0,1679.66,False,True,False
1346,4257,2024-06-02,6,Berline,Essence,Aéroport,813.0,316.74,False,False,False
1347,256,2024-11-27,6,Citadine,Diesel,Aéroport,190.0,231.34,False,False,False
1348,3353,2024-04-15,14,SUV,Diesel,Aéroport,594.0,446.88,False,False,False
1349,307,2024-08-02,8,Berline,Essence,Aéroport,273.0,385.2,False,False,True
1350,3625,2025-02-20,30,Utilitaire,Hybride,Gare,271.0,997.14,True,True,False
1351,2878,2024-06-12,11,Berline,Diesel,Centre-ville,196.0,331.57,False,True,False
1352,2883,2024-03-28,28,Utilitaire,Hybride,Centre-ville,427.0,1307.6,False,False,False
1353,3074,2024-11-04,18,Berline,Diesel,Gare,387.0,1974.18,False,False,False
1354,2548,2024-09-19,23,Citadine,Électrique,Aéroport,906.0,944.52,False,False,True
1355,4294,2024-11-21,20,SUV,Essence,Centre-ville,857.0,2275.99,False,True,False
1356,1066,2024-10-19,6,Berline,Électrique,Aéroport,927.0,381.49,False,False,False
1357,2397,2024-10-11,20,SUV,Essence,Aéroport,756.0,2249.09,False,False,False
1358,1570,2024-11-02,21,SUV,Essence,Aéroport,281.0,1819.35,False,False,False
1359,4778,2024-11-08,3,SUV,Diesel,Centre-ville,269.0,173.7,False,True,True
1360,2435,2024-11-01,11,Citadine,Essence,Aéroport,234.0,1279.9,False,False,False
1361,3890,2024-12-28,29,SUV,Essence,Aéroport,283.0,3014.67,False,False,True
1362,242,2024-11-16,2,Utilitaire,Diesel,Gare,906.0,164.87,False,True,False
1363,1494,2024-11-16,5,Berline,Diesel,Centre-ville,93.0,469.93,False,False,False
1364,1316,2024-12-20,20,Citadine,Électrique,Centre-ville,949.0,917.76,False,False,False
1365,1048,2024-06-20,27,Berline,Électrique,Aéroport,560.0,1928.52,False,False,False
1366,1441,2024-08-10,4,Utilitaire,Essence,Aéroport,59.0,301.42,False,False,False
1367,2116,2025-02-18,7,Citadine,Hybride,Gare,546.0,244.44,False,False,False
1368,786,2024-09-09,7,Berline,Hybride,Centre-ville,963.0,730.75,False,False,False
1369,1273,2025-02-21,5,SUV,Essence,Aéroport,273.0,582.15,False,False,False
1370,2538,2025-01-10,6,Utilitaire,Essence,Aéroport,175.0,663.13,False,False,False
1371,163,2024-06-28,15,SUV,Diesel,Aéroport,985.0,1560.35,False,True,False
1372,3557,2024-12-03,10,Berline,Diesel,Gare,507.0,439.86,False,False,False
1373,2031,2024-09-04,19,SUV,Électrique,Centre-ville,303.0,618.44,False,False,True
1374,1932,2024-05-02,23,Citadine,Diesel,Gare,57.0,1147.92,False,False,False
1375,2050,2024-09-03,5,Citadine,Diesel,Gare,292.0,287.45,True,False,True
1376,1278,2024-06-07,27,Citadine,Hybride,Centre-ville,911.0,2750.02,False,True,True
1377,762,2024-09-24,19,Utilitaire,Hybride,Aéroport,442.0,1793.61,False,True,False
1378,4599,2024-12-19,14,Berline,Essence,Centre-ville,64.0,975.3,True,False,False
1379,1799,2024-09-24,14,Citadine,Diesel,Aéroport,775.0,1188.63,False,False,False
1380,2696,2024-09-06,16,Citadine,Hybride,Aéroport,735.0,744.45,False,True,False
1381,3442,2024-12-30,30,Utilitaire,Essence,Gare,641.0,3156.53,False,False,False
1382,4641,2025-02-03,9,Citadine,Essence,Centre-ville,618.0,644.86,False,False,True
1383,3845,2024-05-24,20,SUV,Essence,Aéroport,579.0,1404.97,False,False,True
1384,4153,2024-04-27,26,Berline,Essence,Gare,784.0,3057.21,False,False,False
1385,1349,2024-07-05,17,Utilitaire,Essence,Aéroport,467.0,1978.43,False,True,True
1386,4652,2024-12-28,9,SUV,Essence,Centre-ville,75.0,1053.29,False,False,False
1387,3608,2024-04-28,8,Utilitaire,Hybride,Aéroport,560.0,620.96,False,False,False
1388,314,2024-11-16,10,Utilitaire,Électrique,Aéroport,563.0,1027.31,False,False,False
1389,80,2024-10-12,2,Citadine,Essence,Aéroport,589.0,229.53,False,True,True
1390,719,2024-04-19,22,Berline,Essence,Aéroport,,1742.71,True,False,False
1391,1640,2025-01-07,15,Citadine,Diesel,Centre-ville,175.0,1592.43,False,False,False
1392,2187,2024-03-19,30,SUV,Essence,Centre-ville,218.0,2432.5,False,True,False
1393,3947,2024-11-22,6,SUV,Diesel,Centre-ville,150.0,236.87,False,False,False
1394,1813,2024-09-05,28,SUV,Diesel,Aéroport,387.0,1968.36,False,False,False
1395,1940,2024-06-09,15,Citadine,Électrique,Aéroport,109.0,896.77,False,False,False
1396,2328,2024-05-01,15,Citadine,Essence,Centre-ville,389.0,1019.81,False,True,False
1397,1348,2024-07-12,19,Utilitaire,Diesel,Aéroport,526.0,2118.69,False,False,False
1398,26,2024-09-22,24,Berline,Essence,Aéroport,847.0,1569.54,False,False,False
1399,2534,2024-06-11,1,SUV,Diesel,Gare,240.0,83.59,False,False,False
1400,3691,2024-10-24,30,Utilitaire,Diesel,Gare,650.0,1257.67,False,True,True
1401,3592,2024-12-14,8,SUV,Essence,Centre-ville,,498.01,True,False,False
1402,4309,2024-04-13,28,SUV,Essence,Aéroport,910.0,945.39,True,False,True
1403,229,2024-11-22,9,SUV,Hybride,Aéroport,,399.12,False,False,False
1404,2012,2024-07-26,20,Berline,Électrique,Centre-ville,497.0,1173.05,False,True,False
1405,4141,2024-09-05,21,Citadine,Hybride,Aéroport,455.0,1397.43,False,False,False
1406,1652,2025-02-22,15,Citadine,Essence,Aéroport,403.0,1228.91,False,False,False
1407,2044,2025-02-22,16,SUV,Diesel,Aéroport,208.0,757.92,False,True,False
1408,2807,2025-02-12,3,Berline,Essence,Aéroport,520.0,244.75,False,False,False
1409,1393,2024-03-15,21,Berline,Diesel,Aéroport,362.0,739.94,False,True,False
1410,1898,2024-09-19,24,Berline,Électrique,Aéroport,296.0,1736.59,False,True,False
1411,1661,2024-04-19,27,Citadine,Essence,Aéroport,637.0,3062.68,True,False,False
1412,868,2025-01-21,22,Citadine,Essence,Centre-ville,,2341.43,False,False,False
1413,632,2024-06-10,10,Citadine,Diesel,Centre-ville,656.0,658.53,False,False,False
1414,1391,2024-08-05,11,SUV,Essence,Aéroport,385.0,874.07,False,False,False
1415,3344,2024-04-19,28,Citadine,Diesel,Centre-ville,,2028.66,False,False,False
1416,4233,2025-02-13,4,Citadine,Hybride,Centre-ville,791.0,218.56,False,True,True
1417,3533,2024-04-15,9,Citadine,Essence,Centre-ville,51.0,886.05,False,True,False
1418,4271,2024-12-06,10,Citadine,Essence,Gare,201.0,1026.23,False,False,True
1419,3091,2024-03-18,24,Citadine,Diesel,Centre-ville,863.0,2273.67,False,False,False
1420,2086,2024-08-28,3,Berline,Essence,Aéroport,150.0,347.94,False,False,False
1421,240,2024-05-05,12,Utilitaire,Essence,Aéroport,796.0,506.35,False,False,True
1422,997,2024-09-16,20,SUV,Électrique,Gare,260.0,1395.87,True,True,False
1423,1448,2024-03-11,28,SUV,Hybride,Gare,481.0,2837.62,False,False,False
1424,4781,2024-11-18,11,SUV,Essence,Aéroport,873.0,751.85,False,True,False
1425,2401,2024-10-06,3,Citadine,Essence,Centre-ville,217.0,347.01,False,True,False
1426,3127,2024-10-02,20,SUV,Hybride,Aéroport,61.0,2277.09,False,False,True
1427,3138,2024-02-26,3,Berline,Hybride,Aéroport,394.0,357.55,False,False,False
1428,1318,2024-08-03,17,SUV,Hybride,Centre-ville,230.0,556.22,False,False,False
1429,3770,2024-03-17,26,SUV,Hybride,Centre-ville,315.0,1964.81,False,False,False
1430,2102,2025-01-07,20,Berline,Hybride,Centre-ville,124.0,1167.45,False,True,True
1431,372,2024-08-02,8,Citadine,Essence,Centre-ville,252.0,892.05,False,False,False
1432,3214,2024-03-31,9,Utilitaire,Électrique,Aéroport,708.0,811.38,False,False,False
1433,2429,2024-03-08,15,Utilitaire,Essence,Gare,583.0,594.59,True,True,True
1434,4465,2024-12-31,30,Citadine,Essence,Centre-ville,562.0,1841.12,False,False,True
1435,4244,2024-02-29,10,SUV,Diesel,Centre-ville,574.0,1180.14,False,False,False
1436,999,2024-04-26,8,Citadine,Essence,Aéroport,537.0,440.48,True,False,True
1437,3556,2024-12-06,30,Citadine,Hybride,Gare,437.0,1659.91,False,False,False
1438,1170,2024-06-05,8,SUV,Électrique,Centre-ville,483.0,623.63,False,False,False
1439,1011,2024-05-15,7,Berline,Diesel,Aéroport,803.0,233.21,False,False,True
1440,2080,2024-09-11,16,Berline,Essence,Centre-ville,814.0,768.1,False,False,True
1441,1597,2024-11-29,8,Citadine,Électrique,Aéroport,338.0,322.39,False,False,True
1442,4124,2025-02-14,6,Citadine,Essence,Gare,875.0,192.4,True,False,False
1443,1133,2024-07-10,9,Berline,Hybride,Aéroport,729.0,816.48,True,False,False
1444,2809,2025-02-20,28,Citadine,Diesel,Gare,166.0,2275.39,True,True,False
1445,4888,2024-10-12,7,Citadine,Hybride,Aéroport,312.0,584.78,False,False,False
1446,465,2024-06-16,10,Citadine,Hybride,Centre-ville,816.0,903.82,False,False,False
1447,4968,2024-05-02,19,Citadine,Électrique,Centre-ville,547.0,893.1,True,False,False
1448,3190,2024-12-27,19,SUV,Essence,Centre-ville,192.0,1276.76,False,False,False
1449,2674,2024-07-09,16,SUV,Hybride,Gare,549.0,583.33,True,False,False
1450,4200,2024-03-24,22,Citadine,Électrique,Gare,202.0,1434.04,False,False,False
1451,814,2024-05-10,24,Citadine,Hybride,Aéroport,913.0,2812.13,False,False,False
1452,2354,2024-07-22,19,Citadine,Essence,Aéroport,989.0,1932.31,False,False,False
1453,4092,2024-08-29,18,Citadine,Diesel,Aéroport,894.0,1439.7,True,False,True
1454,1614,2025-02-01,30,SUV,Diesel,Centre-ville,919.0,3176.77,False,False,True
1455,3591,2024-12-27,18,Berline,Électrique,Gare,,1139.53,True,False,False
1456,1296,2024-12-12,5,Citadine,Diesel,Centre-ville,871.0,493.01,False,True,False
1457,779,2025-02-04,24,SUV,Hybride,Centre-ville,,2214.29,False,True,False
1458,2427,2024-03-29,17,Berline,Essence,Aéroport,763.0,1866.15,False,True,True
1459,1214,2024-06-20,22,Berline,Essence,Aéroport,596.0,2294.37,False,False,False
1460,3500,2024-05-19,22,SUV,Essence,Gare,423.0,2057.71,False,False,False
1461,1200,2024-12-05,4,Berline,Essence,Aéroport,631.0,458.17,True,False,False
1462,4274,2025-02-13,29,Utilitaire,Essence,Centre-ville,454.0,2319.31,False,False,False
1463,1453,2024-07-07,22,SUV,Essence,Aéroport,206.0,1288.15,True,False,False
1464,3088,2024-10-27,17,SUV,Électrique,Aéroport,,2028.96,False,False,False
1465,4970,2025-02-23,1,SUV,Essence,Centre-ville,79.0,75.58,False,False,True
1466,2091,2024-04-26,14,Citadine,Hybride,Gare,769.0,1232.1,False,False,False
1467,1899,2025-02-07,6,Berline,Essence,Gare,257.0,313.09,False,False,False
1468,2584,2025-01-28,6,Citadine,Diesel,Centre-ville,169.0,614.71,False,True,True
1469,1906,2024-12-29,9,SUV,Diesel,Centre-ville,240.0,297.38,False,False,True
1470,543,2024-03-21,13,Citadine,Essence,Gare,969.0,1306.7,False,True,True
1471,1418,2024-06-11,25,Citadine,Diesel,Aéroport,229.0,1366.44,False,False,False
1472,1637,2024-03-30,2,Citadine,Essence,Centre-ville,201.0,210.79,False,False,False
1473,1796,2024-10-18,15,Citadine,Électrique,Aéroport,557.0,977.78,False,False,False
1474,822,2024-07-21,25,SUV,Électrique,Gare,486.0,2775.98,False,False,False
1475,3326,2024-10-11,7,SUV,Essence,Aéroport,570.0,647.91,False,True,False
1476,3783,2024-03-14,4,Utilitaire,Hybride,Aéroport,294.0,158.12,False,False,False
1477,1837,2024-12-15,3,Berline,Essence,Centre-ville,724.0,243.22,False,False,True
1478,4258,2024-08-18,22,SUV,Hybride,Aéroport,164.0,1113.04,True,False,True
1479,3453,2024-11-19,9,Utilitaire,Hybride,Aéroport,186.0,981.74,False,False,True
1480,2778,2024-11-03,26,SUV,Diesel,Centre-ville,113.0,2635.07,False,False,False
1481,58,2024-05-10,23,Citadine,Diesel,Centre-ville,752.0,1548.43,False,False,False
1482,4562,2024-10-10,24,Berline,Essence,Gare,426.0,763.24,False,False,False
1483,3212,2024-04-21,29,Citadine,Diesel,Aéroport,984.0,1646.59,False,False,False
1484,202,2024-09-03,6,Citadine,Diesel,Centre-ville,535.0,372.43,True,False,False
1485,3321,2024-11-09,3,SUV,Diesel,Centre-ville,844.0,350.38,False,True,True
1486,3012,2024-07-03,8,SUV,Essence,Aéroport,67.0,242.44,True,True,False
1487,832,2024-05-24,21,Utilitaire,Hybride,Centre-ville,834.0,884.06,False,False,False
1488,4225,2025-02-12,9,Berline,Essence,Aéroport,818.0,429.0,False,False,True
1489,611,2024-05-16,30,Citadine,Essence,Aéroport,,3249.05,True,False,False
1490,2044,2024-03-30,20,SUV,Diesel,Aéroport,770.0,617.22,False,True,False
1491,2776,2024-09-09,7,Citadine,Essence,Aéroport,583.0,440.61,False,False,False
1492,3877,2024-05-14,13,Citadine,Essence,Centre-ville,169.0,1029.54,True,False,False
1493,2805,2024-04-08,18,Citadine,Diesel,Aéroport,820.0,1791.69,False,False,False
1494,4213,2024-08-16,16,Berline,Électrique,Centre-ville,340.0,1147.18,False,True,False
1495,879,2024-04-13,16,Citadine,Hybride,Aéroport,661.0,522.96,False,False,False
1496,2138,2024-11-04,17,Citadine,Diesel,Gare,727.0,800.53,False,False,False
1497,4299,2024-05-24,11,Citadine,Essence,Centre-ville,234.0,755.1,False,False,False
1498,2395,2024-07-10,15,Berline,Diesel,Aéroport,614.0,1061.47,False,False,False
1499,1789,2024-11-23,16,Citadine,Essence,Centre-ville,666.0,1814.37,False,False,False
1500,4902,2024-06-01,18,SUV,Hybride,Gare,104.0,1383.45,False,True,True
1501,3381,2024-11-14,6,SUV,Essence,Aéroport,836.0,206.63,False,False,False
1502,1339,2024-10-18,1,Utilitaire,Diesel,Aéroport,523.0,107.78,False,False,False
1503,1436,2024-08-18,21,Utilitaire,Hybride,Centre-ville,281.0,837.11,False,False,False
1504,1124,2024-10-31,15,Utilitaire,Diesel,Centre-ville,572.0,635.69,False,True,False
1505,3702,2024-11-25,15,Citadine,Électrique,Gare,204.0,895.34,False,False,False
1506,410,2024-06-12,10,SUV,Essence,Aéroport,93.0,492.59,False,True,True
1507,1040,2024-05-01,14,SUV,Essence,Aéroport,61.0,1679.48,False,True,False
1508,985,2025-01-05,21,Citadine,Diesel,Aéroport,707.0,1453.09,True,True,False
1509,1004,2025-02-07,20,SUV,Électrique,Gare,438.0,1433.42,False,False,False
1510,4613,2024-11-13,27,Citadine,Diesel,Centre-ville,458.0,2474.65,False,False,False
1511,99,2024-03-08,28,Citadine,Essence,Gare,926.0,3241.35,False,False,False
1512,4458,2024-11-02,16,Berline,Diesel,Centre-ville,60.0,596.99,False,True,True
1513,2291,2024-11-24,8,Citadine,Hybride,Centre-ville,473.0,759.53,True,True,False
1514,4265,2024-05-12,10,Citadine,Essence,Aéroport,144.0,792.96,False,False,False
1515,1619,2024-08-19,29,SUV,Essence,Centre-ville,,3067.54,False,True,False
1516,4470,2024-09-27,1,SUV,Électrique,Centre-ville,778.0,93.51,True,False,False
1517,2431,2024-12-25,27,Berline,Essence,Aéroport,895.0,1748.3,True,True,True
1518,3114,2025-01-29,23,Citadine,Diesel,Gare,110.0,1881.07,False,False,False
1519,4380,2025-01-12,25,Citadine,Hybride,Centre-ville,500.0,2475.04,False,False,True
1520,191,2024-10-08,4,Berline,Essence,Centre-ville,387.0,222.68,False,True,False
1521,635,2024-11-10,5,SUV,Diesel,Gare,712.0,198.8,False,True,False
1522,1715,2024-12-08,13,SUV,Essence,Gare,652.0,408.2,False,False,True
1523,2937,2024-10-04,17,Citadine,Diesel,Gare,820.0,798.74,False,False,False
1524,3716,2025-01-24,12,Citadine,Électrique,Centre-ville,869.0,874.82,False,False,True
1525,4339,2024-05-01,23,Citadine,Diesel,Gare,754.0,2179.53,False,False,False
1526,2613,2024-03-12,17,Berline,Essence,Centre-ville,460.0,1442.84,False,True,False
1527,3957,2025-01-24,29,SUV,Diesel,Aéroport,103.0,1321.59,False,False,False
1528,217,2024-09-13,8,Citadine,Essence,Centre-ville,782.0,590.12,True,False,True
1529,347,2024-09-26,10,Berline,Essence,Gare,70.0,742.64,False,True,True
1530,221,2024-03-17,27,Berline,Essence,Aéroport,443.0,2827.3,False,False,True
1531,927,2024-06-10,14,SUV,Essence,Gare,658.0,1235.18,False,True,False
1532,831,2024-09-09,4,Utilitaire,Diesel,Gare,930.0,403.62,False,False,False
1533,570,2024-04-07,12,SUV,Hybride,Aéroport,873.0,1127.45,False,False,True
1534,1633,2025-01-02,17,Citadine,Diesel,Aéroport,856.0,656.84,False,False,False
1535,1226,2024-03-12,21,Citadine,Essence,Gare,185.0,999.99,False,False,False
1536,2208,2024-04-12,23,SUV,Essence,Gare,981.0,2636.62,False,False,False
1537,1197,2024-08-16,19,Utilitaire,Essence,Gare,954.0,1169.57,False,False,False
1538,2876,2024-03-26,5,Berline,Électrique,Gare,737.0,478.32,False,False,False
1539,1193,2024-03-16,24,Berline,Diesel,Gare,409.0,1587.82,False,True,False
1540,4550,2024-11-06,22,Utilitaire,Électrique,Gare,518.0,2615.39,False,False,False
1541,349,2024-08-11,25,SUV,Essence,Aéroport,313.0,2795.75,False,True,False
1542,4232,2024-08-13,7,SUV,Diesel,Aéroport,822.0,302.15,True,False,False
1543,3616,2024-09-13,14,Citadine,Hybride,Aéroport,498.0,1562.86,False,False,False
1544,282,2025-02-10,8,Citadine,Essence,Centre-ville,906.0,823.82,False,True,False
1545,809,2025-01-01,7,Citadine,Diesel,Gare,858.0,780.51,False,False,True
1546,3575,2024-09-26,26,Citadine,Essence,Gare,132.0,966.87,True,False,False
1547,3472,2024-05-23,21,Citadine,Diesel,Centre-ville,898.0,2035.57,False,False,True
1548,967,2024-11-18,28,Citadine,Essence,Aéroport,495.0,1071.42,False,False,True
1549,1906,2025-01-19,4,Citadine,Hybride,Aéroport,802.0,323.85,False,False,True
1550,4977,2024-07-05,17,Citadine,Essence,Centre-ville,653.0,674.45,False,False,True
1551,4899,2024-11-26,21,Utilitaire,Hybride,Aéroport,95.0,1148.93,True,True,True
1552,1503,2024-08-01,20,SUV,Essence,Gare,826.0,2070.59,True,True,False
1553,2540,2024-10-21,19,Citadine,Hybride,Gare,,1956.44,False,False,False
1554,2580,2024-11-08,25,SUV,Hybride,Centre-ville,914.0,1896.38,False,True,False
1555,219,2025-01-25,12,SUV,Diesel,Centre-ville,548.0,1009.89,True,False,False
1556,2945,2024-09-03,1,Berline,Diesel,Aéroport,470.0,49.94,False,False,True
1557,3773,2024-09-10,20,SUV,Essence,Gare,158.0,949.77,False,False,True
1558,3953,2024-03-01,15,Utilitaire,Diesel,Centre-ville,352.0,1043.75,False,True,True
1559,3770,2024-04-01,22,Utilitaire,Diesel,Aéroport,,1428.92,False,False,False
1560,1125,2025-01-08,23,Berline,Essence,Aéroport,937.0,1973.77,False,False,False
1561,1849,2025-01-08,19,Citadine,Diesel,Gare,341.0,1393.88,False,False,False
1562,3792,2024-11-08,2,Citadine,Hybride,Centre-ville,803.0,226.16,False,False,False
1563,3244,2024-10-23,10,SUV,Diesel,Centre-ville,586.0,389.34,False,True,False
1564,4448,2024-03-15,16,Berline,Électrique,Aéroport,933.0,854.91,False,False,False
1565,467,2025-02-18,3,SUV,Essence,Gare,96.0,164.62,False,False,False
1566,1934,2024-03-25,4,Citadine,Essence,Gare,558.0,395.31,False,True,False
1567,3271,2025-01-05,4,SUV,Électrique,Centre-ville,693.0,304.75,False,False,True
1568,845,2024-04-27,14,Citadine,Essence,Centre-ville,477.0,622.95,False,False,False
1569,3837,2024-06-07,22,Berline,Essence,Aéroport,173.0,1704.86,False,False,False
1570,168,2024-08-16,30,SUV,Essence,Aéroport,155.0,2557.54,False,False,True
1571,4921,2024-08-07,11,SUV,Hybride,Aéroport,373.0,514.0,False,False,True
1572,3045,2024-06-16,10,Citadine,Hybride,Gare,226.0,1011.92,False,False,False
1573,804,2024-05-01,2,Citadine,Hybride,Aéroport,708.0,170.21,False,False,True
1574,2438,2024-03-30,22,Citadine,Hybride,Gare,900.0,2030.07,False,True,False
1575,561,2024-05-30,7,Citadine,Essence,Gare,672.0,268.56,True,True,False
1576,2556,2024-11-27,3,SUV,Essence,Aéroport,135.0,337.36,False,True,False
1577,3357,2024-03-12,16,Citadine,Essence,Centre-ville,731.0,1145.33,False,False,False
1578,1980,2024-03-26,12,Citadine,Hybride,Aéroport,701.0,422.46,False,False,False
1579,2906,2024-04-24,9,Citadine,Diesel,Gare,401.0,568.52,False,False,False
1580,897,2024-06-28,15,Citadine,Diesel,Centre-ville,612.0,729.86,False,False,False
1581,1770,2024-10-06,15,Citadine,Essence,Centre-ville,825.0,1605.59,False,False,True
1582,1725,2024-08-22,9,Citadine,Diesel,Aéroport,200.0,911.81,False,True,False
