location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location,paiement_id,date_paiement,montant_paye,type_paiement,statut_paiement,remise_appliquée_en_%
580,3551,2024-11-08,29,Utilitaire,Hybride,Centre-ville,439.0,2017.96,False,False,True,580,2024-11-08,2017.96,Carte bancaire,Réussi,
581,2241,2024-10-17,15,Berline,Hybride,Gare,580.0,1565.64,False,True,False,581,2024-10-17,1565.64,Carte bancaire,Réussi,
582,1857,2024-12-29,24,Berline,Essence,Aéroport,437.0,1808.55,False,False,False,582,2024-12-28,1808.55,Virement,Réussi,
583,642,2024-10-19,8,Berline,Diesel,Gare,604.0,887.43,True,False,True,583,2024-10-17,887.43,Carte bancaire,Réussi,8.0
584,684,2024-04-09,19,Citadine,Diesel,Gare,,1717.99,False,True,False,584,2024-04-09,1717.99,Carte bancaire,Réussi,
585,273,2024-11-22,20,Citadine,Hybride,Aéroport,380.0,934.19,False,False,False,585,2024-11-20,934.19,PayPal,Réussi,
586,1912,2024-11-18,26,SUV,Diesel,Centre-ville,963.0,2603.39,False,False,False,586,2024-11-17,2603.39,Carte bancaire,Réussi,
587,300,2024-03-16,1,Citadine,Essence,Gare,608.0,31.5,False,True,False,587,2024-03-16,31.5,Carte bancaire,Réussi,
588,2129,2024-03-30,16,Citadine,Essence,Aéroport,718.0,1796.52,False,True,False,588,2024-03-29,1796.52,Carte bancaire,Réussi,
589,3331,2025-01-19,2,SUV,Diesel,Aéroport,960.0,218.19,False,True,False,589,2025-01-19,218.19,Carte bancaire,Réussi,
590,1125,2024-10-11,2,Citadine,Essence,Gare,526.0,211.57,False,False,False,590,2024-10-09,211.57,Carte bancaire,Réussi,
591,4307,2025-02-24,7,SUV,Diesel,Gare,421.0,266.86,False,False,False,591,2025-02-22,266.86,Carte bancaire,Réussi,
592,1706,2025-01-11,27,Citadine,Hybride,Aéroport,530.0,2518.35,False,True,True,592,2025-01-11,2518.35,Carte bancaire,Réussi,
593,4173,2024-04-12,19,SUV,Essence,Aéroport,508.0,717.49,False,False,False,593,2024-04-10,717.49,Carte bancaire,Réussi,
594,215,2024-06-08,9,Citadine,Essence,Centre-ville,,689.42,False,False,False,594,2024-06-07,689.42,Carte bancaire,Réussi,
595,1668,2024-06-23,17,Citadine,Hybride,Gare,59.0,955.03,False,False,False,595,2024-06-21,955.03,Carte bancaire,Réussi,
596,1282,2024-09-29,10,Berline,Hybride,Centre-ville,496.0,806.74,False,True,True,596,2024-09-29,806.74,PayPal,Réussi,
597,2651,2024-10-21,24,SUV,Essence,Aéroport,229.0,2450.71,False,True,False,597,,2450.71,Carte bancaire,Réussi,
598,1621,2025-02-25,21,SUV,Hybride,Gare,583.0,1398.82,False,False,True,598,2025-02-24,1398.82,Carte bancaire,Réussi,
599,4163,2025-02-09,13,Berline,Hybride,Centre-ville,,1019.43,False,False,False,599,2025-02-07,1019.43,Carte bancaire,Réussi,
600,4348,2024-03-25,28,SUV,Diesel,Aéroport,511.0,2785.12,False,False,False,600,2024-03-24,2785.12,Carte bancaire,Réussi,
601,3848,2024-12-19,29,Berline,Diesel,Centre-ville,888.0,3049.05,False,False,True,601,2024-12-18,3049.05,PayPal,Réussi,
602,4475,2024-12-06,20,Citadine,Essence,Aéroport,919.0,2000.41,False,False,True,602,2024-12-05,2000.41,Carte bancaire,Réussi,
603,735,2024-05-29,4,Citadine,Essence,Centre-ville,349.0,374.46,False,True,False,603,,374.46,Carte bancaire,Réussi,
604,1409,2024-11-06,4,SUV,Diesel,Aéroport,71.0,438.93,False,False,False,604,2024-11-06,438.93,Carte bancaire,Réussi,
605,3739,2024-11-28,3,SUV,Diesel,Centre-ville,229.0,165.63,True,False,False,605,2024-11-26,165.63,PayPal,Réussi,29.0
606,2972,2024-08-31,16,SUV,Diesel,Centre-ville,682.0,1249.52,False,True,True,606,2024-08-31,1249.52,PayPal,Réussi,
607,4008,2025-01-01,15,Citadine,Diesel,Aéroport,599.0,718.6,False,False,False,607,2024-12-30,718.6,PayPal,Réussi,
608,4291,2024-05-08,24,SUV,Hybride,Gare,707.0,2383.12,False,True,False,608,2024-05-08,2383.12,PayPal,Réussi,
609,927,2024-05-22,16,Utilitaire,Essence,Aéroport,303.0,606.67,False,True,False,609,2024-05-22,606.67,Carte bancaire,Réussi,
610,1054,2025-02-22,12,SUV,Diesel,Centre-ville,619.0,1284.07,False,False,False,610,2025-02-21,1284.07,PayPal,Réussi,
611,4574,2024-07-19,24,Utilitaire,Hybride,Centre-ville,323.0,2477.83,False,False,False,611,2024-07-19,2477.83,Carte bancaire,Réussi,
612,4552,2024-12-18,11,Berline,Hybride,Centre-ville,801.0,611.37,False,True,False,612,2024-12-18,611.37,Virement,Réussi,
613,3336,2024-06-02,24,Berline,Diesel,Gare,614.0,2360.24,False,False,False,613,2024-06-02,2360.24,Carte bancaire,Réussi,
614,2579,2024-11-22,30,SUV,Électrique,Aéroport,241.0,3073.59,False,True,True,614,2024-11-22,3073.59,Virement,Réussi,
615,2069,2024-06-23,15,SUV,Diesel,Aéroport,96.0,626.36,False,False,False,615,2024-06-22,626.36,Carte bancaire,Réussi,
616,2583,2025-02-07,24,Citadine,Essence,Centre-ville,307.0,1411.53,False,False,False,616,2025-02-06,1411.53,Carte bancaire,Réussi,
617,3,2024-09-06,20,SUV,Diesel,Aéroport,487.0,1858.65,False,False,False,617,2024-09-06,1858.65,Carte bancaire,Réussi,
618,1829,2025-01-08,7,Berline,Essence,Aéroport,450.0,542.64,True,True,True,618,2025-01-06,542.64,PayPal,Réussi,23.0
619,1669,2024-11-03,5,Citadine,Diesel,Centre-ville,824.0,454.16,False,False,False,619,2024-11-03,454.16,Carte bancaire,Réussi,
620,3727,2024-09-03,25,Berline,Diesel,Aéroport,735.0,1469.93,False,False,False,620,2024-09-02,1469.93,Carte bancaire,Échoué,
621,2336,2024-09-04,27,Berline,Hybride,Gare,842.0,2178.01,False,False,True,621,2024-09-03,2178.01,Carte bancaire,Réussi,
622,2025,2024-10-26,30,Berline,Diesel,Gare,597.0,3593.14,False,True,True,622,2024-10-26,3593.14,Carte bancaire,Réussi,
623,2636,2025-02-21,26,Citadine,Essence,Gare,755.0,2206.99,False,False,False,623,2025-02-19,2206.99,Carte bancaire,Échoué,
624,149,2025-02-19,12,Citadine,Hybride,Centre-ville,793.0,1040.7,False,False,False,624,2025-02-19,1040.7,Carte bancaire,Réussi,
625,2574,2024-05-02,16,Citadine,Hybride,Aéroport,316.0,1765.8,False,False,False,625,2024-05-01,1765.8,Virement,Réussi,
626,489,2025-01-28,18,Utilitaire,Essence,Gare,829.0,2014.1,False,True,True,626,2025-01-28,2014.1,Carte bancaire,Réussi,
627,2848,2025-01-06,21,Citadine,Essence,Centre-ville,231.0,1424.7,False,False,True,627,2025-01-05,1424.7,Carte bancaire,Réussi,
628,2054,2024-02-28,8,Citadine,Hybride,Centre-ville,450.0,359.43,True,True,False,628,2024-02-27,359.43,Carte bancaire,Réussi,14.0
629,110,2024-12-12,11,Citadine,Essence,Gare,64.0,649.7,False,False,False,629,2024-12-11,649.7,PayPal,Réussi,
630,4430,2024-08-06,25,Citadine,Hybride,Gare,,2867.51,False,False,False,630,2024-08-04,2867.51,PayPal,Réussi,
631,3904,2024-06-30,20,Berline,Diesel,Aéroport,151.0,2398.84,False,False,False,631,2024-06-28,2398.84,Carte bancaire,Réussi,
632,2787,2024-05-14,11,Citadine,Hybride,Gare,403.0,630.12,False,True,True,632,2024-05-14,630.12,Virement,Réussi,
633,4340,2024-11-05,29,Citadine,Diesel,Aéroport,196.0,1848.68,False,True,True,633,2024-11-04,1848.68,PayPal,Réussi,
634,4355,2024-04-27,9,Berline,Essence,Gare,,850.84,False,True,True,634,2024-04-27,850.84,Carte bancaire,Réussi,
635,4789,2024-06-03,12,Citadine,Essence,Aéroport,320.0,532.52,False,False,True,635,2024-06-01,532.52,Carte bancaire,Réussi,
636,463,2024-06-12,6,Berline,Essence,Aéroport,950.0,692.52,True,False,False,636,2024-06-12,692.52,Carte bancaire,Réussi,18.0
637,1567,2024-10-24,25,Utilitaire,Hybride,Centre-ville,50.0,897.98,False,False,True,637,2024-10-22,897.98,Carte bancaire,Réussi,
638,1625,2024-09-09,23,Berline,Électrique,Aéroport,181.0,2342.56,False,False,False,638,2024-09-09,2342.56,Carte bancaire,Réussi,
639,4320,2024-12-15,7,Citadine,Diesel,Gare,744.0,358.52,True,True,True,639,2024-12-15,358.52,Carte bancaire,Réussi,19.0
640,1188,2024-03-30,17,SUV,Diesel,Aéroport,375.0,1247.06,False,True,False,640,2024-03-29,1247.06,Carte bancaire,Réussi,
641,178,2024-04-27,12,SUV,Essence,Aéroport,257.0,709.44,False,True,False,641,2024-04-26,709.44,Carte bancaire,Réussi,
642,2353,2024-07-07,1,SUV,Essence,Centre-ville,56.0,44.07,False,False,False,642,2024-07-05,44.07,PayPal,Réussi,
643,4316,2025-02-06,8,Citadine,Hybride,Centre-ville,264.0,645.3,False,True,False,643,2025-02-05,645.3,PayPal,Réussi,
644,2895,2025-01-26,24,Citadine,Hybride,Gare,949.0,1497.88,False,False,False,644,2025-01-25,1497.88,Carte bancaire,Échoué,
645,1622,2024-04-28,3,Citadine,Essence,Centre-ville,98.0,188.74,False,False,False,645,2024-04-28,188.74,Carte bancaire,Réussi,
646,1016,2025-02-19,17,Utilitaire,Diesel,Centre-ville,128.0,1776.01,False,False,False,646,2025-02-17,1776.01,PayPal,Réussi,
647,1174,2024-07-06,27,Citadine,Diesel,Centre-ville,61.0,3046.32,False,False,False,647,2024-07-06,3046.32,Carte bancaire,Réussi,
648,4794,2024-03-08,13,Citadine,Hybride,Centre-ville,175.0,975.68,False,True,False,648,2024-03-06,975.68,Carte bancaire,Réussi,
649,417,2024-09-22,23,SUV,Diesel,Aéroport,736.0,905.09,False,True,False,649,2024-09-20,905.09,Carte bancaire,Réussi,
650,4402,2024-06-18,11,SUV,Électrique,Aéroport,928.0,1307.07,False,False,True,650,2024-06-16,1307.07,PayPal,Réussi,
651,3355,2025-01-06,5,Citadine,Essence,Centre-ville,157.0,242.19,False,False,False,651,2025-01-06,242.19,PayPal,Réussi,
652,4713,2025-02-10,17,Utilitaire,Diesel,Aéroport,902.0,1578.06,True,False,False,652,2025-02-09,1578.06,Carte bancaire,Réussi,21.0
653,4784,2024-07-16,12,Citadine,Hybride,Centre-ville,741.0,1213.56,True,False,False,653,2024-07-16,1213.56,Carte bancaire,Réussi,25.0
654,1529,2024-12-24,1,Utilitaire,Hybride,Centre-ville,281.0,75.22,False,True,False,654,2024-12-22,75.22,PayPal,Réussi,
655,458,2024-07-30,28,Citadine,Essence,Aéroport,754.0,2305.31,False,False,False,655,2024-07-29,2305.31,PayPal,Réussi,
656,1968,2024-07-09,28,Citadine,Essence,Aéroport,927.0,1789.35,False,True,False,656,2024-07-09,1789.35,Carte bancaire,Réussi,
657,3309,2025-02-24,30,Utilitaire,Diesel,Aéroport,,1985.21,False,True,False,657,2025-02-24,1985.21,Carte bancaire,Réussi,
658,868,2024-07-26,14,Citadine,Diesel,Aéroport,91.0,991.87,True,False,False,658,2024-07-24,991.87,Carte bancaire,Réussi,25.0
659,4331,2024-06-06,14,SUV,Diesel,Aéroport,152.0,1133.4,False,False,False,659,2024-06-04,1133.4,Carte bancaire,Réussi,
660,2230,2025-01-19,21,SUV,Essence,Gare,102.0,1804.63,False,True,False,660,2025-01-18,1804.63,Carte bancaire,Réussi,
661,4965,2025-01-06,4,Utilitaire,Diesel,Gare,794.0,373.43,False,False,False,661,2025-01-04,373.43,PayPal,Réussi,
662,4152,2024-06-12,11,SUV,Essence,Aéroport,784.0,593.03,False,False,True,662,2024-06-11,593.03,Carte bancaire,Réussi,
663,349,2024-04-27,18,Citadine,Électrique,Aéroport,535.0,1747.85,False,True,False,663,2024-04-26,1747.85,Carte bancaire,Réussi,
664,3945,2024-05-10,20,Citadine,Essence,Centre-ville,765.0,2069.5,False,True,False,664,2024-05-10,2069.5,Carte bancaire,Réussi,
665,4562,2024-06-07,13,Citadine,Diesel,Centre-ville,422.0,1313.27,False,False,False,665,2024-06-07,1313.27,Carte bancaire,Réussi,
666,314,2024-07-19,14,SUV,Hybride,Centre-ville,144.0,953.76,False,False,False,666,2024-07-19,953.76,Carte bancaire,Réussi,
667,993,2025-01-30,8,Utilitaire,Diesel,Gare,432.0,704.12,False,False,False,667,2025-01-28,704.12,Virement,Réussi,
668,1023,2024-11-29,2,Utilitaire,Diesel,Centre-ville,946.0,85.7,False,False,False,668,2024-11-29,85.7,Carte bancaire,Réussi,
669,3917,2024-08-05,29,Citadine,Essence,Aéroport,808.0,1469.69,False,True,False,669,2024-08-04,1469.69,PayPal,Réussi,
670,2165,2024-12-30,1,Citadine,Diesel,Centre-ville,748.0,92.63,False,False,False,670,2024-12-28,92.63,PayPal,Réussi,
671,4014,2024-04-25,15,SUV,Électrique,Gare,156.0,834.43,False,True,False,671,2024-04-24,834.43,PayPal,Réussi,
672,1438,2024-06-16,17,Citadine,Diesel,Gare,804.0,1047.3,True,True,False,672,2024-06-15,1047.3,Carte bancaire,Réussi,15.0
673,1216,2025-01-03,9,Utilitaire,Électrique,Aéroport,,630.12,False,False,True,673,2025-01-02,630.12,Carte bancaire,Réussi,
674,2705,2025-02-23,23,SUV,Essence,Aéroport,66.0,2736.82,False,False,False,674,2025-02-23,2736.82,Carte bancaire,Réussi,
675,628,2024-08-23,21,SUV,Électrique,Gare,564.0,1063.74,False,False,False,675,2024-08-22,1063.74,PayPal,Réussi,
676,2572,2024-05-18,13,Citadine,Hybride,Centre-ville,230.0,1190.57,False,False,False,676,2024-05-16,1190.57,Carte bancaire,Réussi,
677,4468,2025-02-12,9,Berline,Électrique,Centre-ville,720.0,395.94,False,False,True,677,2025-02-12,395.94,Carte bancaire,Réussi,
678,2312,2024-08-29,29,Citadine,Essence,Aéroport,890.0,1404.84,False,False,False,678,2024-08-29,1404.84,Carte bancaire,Réussi,
679,41,2024-11-30,3,Berline,Diesel,Aéroport,698.0,95.33,False,False,True,679,2024-11-29,95.33,Carte bancaire,Réussi,
680,588,2024-05-28,23,Berline,Essence,Aéroport,335.0,1866.75,True,True,False,680,2024-05-27,1866.75,Virement,Réussi,25.0
681,2818,2024-09-26,5,Citadine,Hybride,Gare,388.0,584.65,False,False,True,681,2024-09-26,584.65,PayPal,Réussi,
682,731,2024-06-10,25,Berline,Hybride,Gare,631.0,1392.14,False,False,False,682,2024-06-10,1392.14,Carte bancaire,Réussi,
683,2103,2024-06-28,1,Citadine,Essence,Aéroport,140.0,86.91,False,False,True,683,2024-06-28,86.91,Carte bancaire,Réussi,
684,3068,2024-12-07,26,Berline,Diesel,Gare,,1514.74,False,True,True,684,2024-12-07,1514.74,Carte bancaire,Réussi,
685,2843,2024-10-12,7,SUV,Diesel,Aéroport,187.0,606.96,False,True,False,685,,606.96,Carte bancaire,Réussi,
686,4085,2025-01-15,25,Citadine,Essence,Centre-ville,485.0,1343.12,False,False,False,686,2025-01-14,1343.12,PayPal,Réussi,
687,1382,2025-02-05,3,Berline,Hybride,Gare,728.0,96.86,False,False,False,687,2025-02-03,96.86,PayPal,Réussi,
688,468,2024-10-13,23,Citadine,Hybride,Aéroport,260.0,2205.87,False,False,False,688,2024-10-13,2205.87,Carte bancaire,Réussi,
689,4034,2024-03-16,9,Citadine,Essence,Aéroport,723.0,859.88,True,False,False,689,2024-03-16,859.88,PayPal,Réussi,16.0
690,2736,2024-10-03,27,SUV,Hybride,Gare,896.0,1634.9,False,False,False,690,2024-10-02,1634.9,PayPal,Réussi,
691,1943,2025-01-01,6,Citadine,Diesel,Aéroport,982.0,548.63,False,True,False,691,2024-12-30,548.63,PayPal,Réussi,
692,1292,2024-11-29,3,SUV,Hybride,Gare,416.0,336.08,False,False,True,692,2024-11-29,336.08,Carte bancaire,Réussi,
693,4418,2025-02-22,24,Berline,Diesel,Gare,235.0,2850.83,False,True,False,693,2025-02-21,2850.83,PayPal,Réussi,
694,3832,2024-09-20,13,Citadine,Essence,Gare,723.0,947.7,False,False,True,694,2024-09-20,947.7,Carte bancaire,Réussi,
695,373,2025-01-30,13,Citadine,Diesel,Gare,921.0,1265.92,True,False,False,695,2025-01-29,1265.92,PayPal,Réussi,18.0
696,3311,2024-08-20,26,SUV,Essence,Aéroport,852.0,2197.31,False,False,False,696,2024-08-18,2197.31,PayPal,Réussi,
697,1458,2024-07-12,4,Utilitaire,Diesel,Centre-ville,630.0,290.45,False,False,True,697,2024-07-12,290.45,Virement,Réussi,
698,4842,2024-05-26,26,Citadine,Essence,Centre-ville,653.0,1493.4,True,False,False,698,2024-05-26,1493.4,Carte bancaire,Réussi,8.0
699,2659,2024-03-04,7,Berline,Essence,Centre-ville,631.0,535.52,False,False,False,699,2024-03-02,535.52,PayPal,Réussi,
700,1739,2025-01-16,12,SUV,Diesel,Centre-ville,,1016.15,True,False,False,700,2025-01-14,1016.15,PayPal,Réussi,11.0
701,3256,2024-10-07,13,SUV,Hybride,Gare,467.0,1308.34,False,True,False,701,2024-10-06,1308.34,Virement,Réussi,
702,4722,2024-08-25,28,SUV,Essence,Centre-ville,915.0,1636.05,False,False,True,702,2024-08-23,1636.05,Carte bancaire,Réussi,
703,2890,2024-07-30,6,Citadine,Essence,Gare,961.0,344.33,False,False,True,703,2024-07-28,344.33,PayPal,Réussi,
704,4101,2025-01-02,16,SUV,Diesel,Aéroport,534.0,1669.04,False,True,False,704,2025-01-01,1669.04,Carte bancaire,Réussi,
705,3826,2024-08-17,27,Citadine,Essence,Aéroport,568.0,2360.81,False,False,False,705,2024-08-17,2360.81,Carte bancaire,Réussi,
706,501,2024-07-06,25,Citadine,Hybride,Aéroport,217.0,2369.73,False,False,True,706,2024-07-04,2369.73,PayPal,Réussi,
707,3528,2024-03-05,24,Utilitaire,Essence,Aéroport,729.0,1724.29,False,False,False,707,2024-03-03,1724.29,Carte bancaire,Réussi,
708,3648,2024-12-28,2,Citadine,Hybride,Aéroport,459.0,131.41,False,False,False,708,2024-12-27,131.41,Carte bancaire,Réussi,
709,4273,2024-08-10,23,Utilitaire,Essence,Aéroport,762.0,1164.98,False,False,False,709,,1164.98,Carte bancaire,Réussi,
710,4290,2024-04-19,17,Citadine,Essence,Gare,,1837.66,False,False,True,710,2024-04-17,1837.66,Carte bancaire,Réussi,
711,3293,2024-12-28,8,SUV,Électrique,Centre-ville,893.0,502.14,False,False,False,711,2024-12-28,502.14,Carte bancaire,Réussi,
712,4467,2025-01-04,28,SUV,Hybride,Centre-ville,99.0,1081.53,False,False,False,712,2025-01-04,1081.53,Virement,Réussi,
713,2014,2025-02-08,24,SUV,Essence,Centre-ville,724.0,1320.17,False,False,False,713,2025-02-07,1320.17,PayPal,Réussi,
714,709,2024-12-25,2,Citadine,Diesel,Centre-ville,117.0,160.77,False,True,False,714,2024-12-23,160.77,Carte bancaire,Réussi,
715,2487,2024-11-05,11,Citadine,Essence,Centre-ville,346.0,1204.75,False,False,False,715,2024-11-05,1204.75,Carte bancaire,Réussi,
716,4772,2024-03-27,1,SUV,Essence,Centre-ville,384.0,33.65,False,True,True,716,2024-03-26,33.65,Carte bancaire,Réussi,
717,758,2024-06-17,22,SUV,Essence,Centre-ville,580.0,1176.12,False,False,False,717,2024-06-17,1176.12,Carte bancaire,Réussi,
718,3970,2025-02-18,5,Berline,Hybride,Aéroport,855.0,250.74,False,False,False,718,2025-02-16,250.74,PayPal,Réussi,
719,4046,2024-12-20,13,SUV,Essence,Gare,976.0,658.67,False,True,True,719,2024-12-18,658.67,PayPal,Réussi,
720,2019,2024-07-26,6,Citadine,Essence,Aéroport,469.0,581.6,False,False,False,720,2024-07-25,581.6,Virement,Réussi,
721,4136,2024-04-09,28,Utilitaire,Essence,Centre-ville,345.0,2594.42,False,True,True,721,2024-04-08,2594.42,PayPal,Réussi,
722,1245,2025-02-18,25,Citadine,Hybride,Aéroport,902.0,2835.72,False,False,True,722,2025-02-16,2835.72,Carte bancaire,Réussi,
723,1980,2024-07-16,14,Citadine,Essence,Centre-ville,,1584.48,True,False,False,723,2024-07-15,1584.48,Carte bancaire,Réussi,5.0
724,4022,2024-10-18,14,SUV,Essence,Gare,726.0,1117.4,True,False,False,724,2024-10-17,1117.4,Carte bancaire,Réussi,18.0
725,813,2024-10-15,12,SUV,Diesel,Centre-ville,565.0,1053.02,False,False,False,725,2024-10-15,1053.02,Carte bancaire,Réussi,
726,480,2024-04-18,3,Citadine,Hybride,Aéroport,750.0,296.2,False,False,True,726,2024-04-17,296.2,PayPal,Réussi,
727,2778,2024-12-05,5,Citadine,Hybride,Aéroport,803.0,417.75,False,False,False,727,2024-12-05,417.75,Carte bancaire,Réussi,
728,926,2024-02-27,18,SUV,Essence,Gare,914.0,1944.77,False,False,False,728,2024-02-25,1944.77,Carte bancaire,Échoué,
729,167,2024-03-09,6,Citadine,Essence,Centre-ville,461.0,507.01,False,False,False,729,2024-03-08,507.01,Carte bancaire,Réussi,
730,4946,2024-06-13,14,SUV,Électrique,Gare,798.0,1435.5,False,False,False,730,2024-06-11,1435.5,Carte bancaire,Réussi,
731,1884,2024-05-18,28,Berline,Diesel,Gare,506.0,1970.21,False,False,False,731,2024-05-17,1970.21,Carte bancaire,Réussi,
732,204,2024-07-12,23,Utilitaire,Essence,Aéroport,601.0,2223.76,False,False,False,732,2024-07-11,2223.76,Virement,Réussi,
733,3749,2024-05-11,10,SUV,Essence,Aéroport,511.0,1186.37,False,False,True,733,2024-05-09,1186.37,Carte bancaire,Réussi,
734,4340,2025-01-09,24,Citadine,Électrique,Aéroport,190.0,1174.71,False,True,True,734,2025-01-07,1174.71,Carte bancaire,Réussi,
735,4553,2024-11-03,8,Utilitaire,Essence,Aéroport,714.0,402.24,False,True,False,735,2024-11-02,402.24,Carte bancaire,Réussi,
736,3672,2024-07-22,29,Citadine,Diesel,Aéroport,498.0,959.4,False,False,False,736,2024-07-22,959.4,Carte bancaire,Réussi,
737,942,2025-02-25,1,SUV,Essence,Aéroport,,66.12,False,True,False,737,2025-02-24,66.12,PayPal,Réussi,
738,2819,2025-01-16,15,Utilitaire,Essence,Aéroport,,575.41,False,False,True,738,2025-01-14,575.41,Carte bancaire,Réussi,
739,293,2024-07-22,3,SUV,Hybride,Aéroport,,248.17,False,True,False,739,2024-07-22,248.17,Carte bancaire,Réussi,
740,257,2025-02-03,7,Citadine,Essence,Centre-ville,962.0,774.39,False,False,False,740,2025-02-03,774.39,PayPal,Réussi,
741,2071,2024-03-17,7,Citadine,Essence,Centre-ville,242.0,827.96,True,True,False,741,2024-03-15,827.96,PayPal,Réussi,5.0
742,2376,2024-06-23,17,Citadine,Hybride,Centre-ville,835.0,830.88,False,True,True,742,2024-06-22,830.88,Carte bancaire,Réussi,
743,3974,2024-05-01,4,SUV,Essence,Centre-ville,418.0,284.45,False,False,True,743,2024-04-30,284.45,Carte bancaire,Réussi,
744,2272,2024-05-03,12,Berline,Essence,Aéroport,595.0,1084.15,False,True,False,744,2024-05-02,1084.15,Virement,Réussi,
745,4388,2024-11-16,3,Utilitaire,Essence,Centre-ville,870.0,339.08,False,True,False,745,2024-11-16,339.08,Carte bancaire,Réussi,
746,1994,2024-12-07,11,Utilitaire,Diesel,Centre-ville,283.0,378.22,False,False,False,746,2024-12-05,378.22,PayPal,Réussi,
747,4225,2024-03-27,25,Berline,Diesel,Centre-ville,905.0,901.99,False,False,True,747,2024-03-26,901.99,Carte bancaire,Réussi,
748,4456,2025-02-10,30,Citadine,Essence,Aéroport,55.0,2528.44,True,False,False,748,2025-02-08,2528.44,PayPal,Réussi,13.0
749,2263,2024-04-26,8,Citadine,Hybride,Aéroport,469.0,927.26,False,False,False,749,2024-04-26,927.26,Carte bancaire,Réussi,
750,3828,2024-04-17,8,Citadine,Essence,Centre-ville,592.0,409.69,False,True,False,750,2024-04-15,409.69,Carte bancaire,Réussi,
751,3280,2024-07-16,3,SUV,Électrique,Aéroport,870.0,296.85,True,False,True,751,2024-07-16,296.85,Carte bancaire,Réussi,7.0
752,3454,2024-09-21,11,SUV,Hybride,Aéroport,984.0,416.89,False,False,False,752,2024-09-19,416.89,Carte bancaire,Réussi,
753,1497,2024-11-14,16,Berline,Diesel,Centre-ville,603.0,535.71,False,True,True,753,2024-11-12,535.71,Carte bancaire,Réussi,
754,2291,2025-01-26,14,SUV,Diesel,Gare,970.0,494.41,False,True,False,754,2025-01-26,494.41,PayPal,Réussi,
755,3552,2024-12-14,26,Citadine,Diesel,Centre-ville,90.0,1242.87,False,True,False,755,2024-12-14,1242.87,Virement,Réussi,
756,3628,2024-06-12,8,Citadine,Essence,Aéroport,399.0,587.46,True,False,True,756,2024-06-12,587.46,Carte bancaire,Réussi,17.0
757,3715,2025-02-14,2,Berline,Diesel,Aéroport,161.0,161.57,False,False,False,757,2025-02-12,161.57,Carte bancaire,Réussi,
758,1584,2024-02-28,26,Berline,Électrique,Centre-ville,848.0,3044.42,False,False,True,758,2024-02-27,3044.42,Carte bancaire,Réussi,
759,2412,2025-02-15,22,Citadine,Diesel,Aéroport,857.0,2242.44,True,False,False,759,2025-02-15,2242.44,PayPal,Réussi,22.0
760,768,2025-02-20,12,Utilitaire,Diesel,Gare,86.0,599.85,False,False,False,760,2025-02-19,599.85,Carte bancaire,Réussi,
761,4163,2024-10-27,12,SUV,Essence,Aéroport,348.0,618.72,False,False,False,761,2024-10-25,618.72,PayPal,Réussi,
762,1004,2024-10-16,16,Citadine,Essence,Aéroport,346.0,1371.37,False,False,False,762,2024-10-16,1371.37,Carte bancaire,Réussi,
763,4803,2024-04-11,30,Berline,Essence,Gare,691.0,1206.55,False,False,True,763,2024-04-09,1206.55,PayPal,Réussi,
764,3417,2024-08-13,28,SUV,Hybride,Gare,891.0,1465.84,False,True,True,764,2024-08-13,1465.84,Carte bancaire,Réussi,
765,148,2025-02-13,8,Berline,Essence,Aéroport,,641.67,True,False,False,765,2025-02-12,641.67,Carte bancaire,Réussi,5.0
766,4915,2024-03-16,15,Citadine,Hybride,Aéroport,588.0,1287.99,False,False,True,766,2024-03-16,1287.99,Carte bancaire,Réussi,
767,3916,2024-03-06,16,SUV,Hybride,Gare,535.0,771.51,False,True,False,767,2024-03-06,771.51,Carte bancaire,Réussi,
768,1457,2024-08-05,7,Berline,Hybride,Centre-ville,,836.85,False,False,True,768,2024-08-04,836.85,Carte bancaire,Réussi,
769,977,2024-08-11,4,Citadine,Essence,Gare,189.0,250.33,False,True,False,769,2024-08-09,250.33,Carte bancaire,Réussi,
770,1002,2025-02-10,4,SUV,Diesel,Gare,,263.72,False,False,False,770,2025-02-10,263.72,Carte bancaire,Réussi,
771,2765,2024-11-24,7,Utilitaire,Diesel,Centre-ville,970.0,346.8,False,False,True,771,2024-11-22,346.8,Carte bancaire,Réussi,
772,4039,2025-02-14,16,Berline,Hybride,Gare,707.0,1196.48,True,False,False,772,2025-02-12,1196.48,Carte bancaire,Réussi,5.0
773,2983,2024-06-23,19,Berline,Essence,Aéroport,945.0,623.99,False,True,False,773,2024-06-21,623.99,Carte bancaire,Réussi,
774,4714,2024-04-14,27,SUV,Essence,Gare,,2864.48,False,True,False,774,2024-04-14,2864.48,Carte bancaire,Réussi,
775,2844,2024-07-13,21,SUV,Essence,Aéroport,455.0,1604.46,False,False,False,775,2024-07-12,1604.46,PayPal,Réussi,
776,1681,2024-12-05,29,SUV,Essence,Gare,956.0,2298.24,False,False,False,776,2024-12-04,2298.24,Carte bancaire,Réussi,
777,4635,2024-07-31,29,SUV,Diesel,Aéroport,718.0,3107.25,False,False,False,777,2024-07-30,3107.25,PayPal,Réussi,
